item,itemLabel,itemDescription,mwcode
http://www.wikidata.org/entity/Q1458407,Peter Zinsli,Swiss composer (1934-2011),M00000047769
http://www.wikidata.org/entity/Q2883654,Tera de Marez Oyens,Dutch composer,M00000238504
http://www.wikidata.org/entity/Q2891116,Francesco Paolo Neglia,"Italian pianist, composer, conductor and musicologist",M00000356691
http://www.wikidata.org/entity/Q2906427,Mosh Ben-Ari,Israeli musician,M00000305425
http://www.wikidata.org/entity/Q2906469,Eugeen Uten,Belgian composer,M00000262656
http://www.wikidata.org/entity/Q2913378,Bozhidar Spasov,Bulgarian composer,M00000245335
http://www.wikidata.org/entity/Q2916629,Constantin Silvestri,Romanian conductor and composer,M00000244642
http://www.wikidata.org/entity/Q2926750,Bruno Ducol,French composer,M00000269151
http://www.wikidata.org/entity/Q2941422,Castil-Blaze,"French musicologist, music critic and composer (1784-1857)",M00000255302
http://www.wikidata.org/entity/Q2964649,Chris Bailey,Australian musician (1957-2022),M00000075021
http://www.wikidata.org/entity/Q2965688,Christian Villeneuve,French composer,M00000307064
http://www.wikidata.org/entity/Q2965710,Christian Zanési,French composer,M00000394491
http://www.wikidata.org/entity/Q2966408,Christophe Moyreau,"French organist, harpsichordist and composer",M00000336102
http://www.wikidata.org/entity/Q2966569,Christopher Dedrick,American composer,M00000328412
http://www.wikidata.org/entity/Q2973032,Cinuçen Tanrıkorur,Turkish musician,M00000050748
http://www.wikidata.org/entity/Q2975502,Clara Moto,Austrian woman composer and dj,M00000335803
http://www.wikidata.org/entity/Q3018923,David Van Tieghem,American musician and composer,M00000001956
http://www.wikidata.org/entity/Q3023982,Derrick Harriott,Jamaican musician,M00000029247
http://www.wikidata.org/entity/Q3054688,Enrique Jorrín,Cuban musician,M00000023960
http://www.wikidata.org/entity/Q3011329,DJ Pone,French disc jockey,M00000191659
http://www.wikidata.org/entity/Q3013800,Daniel Brel,musician,M00000278850
http://www.wikidata.org/entity/Q3014750,Daniel Tosi,French composer and conductor,M00000273933
http://www.wikidata.org/entity/Q3016169,Dariush Talai,Persian musician,M00000540465
http://www.wikidata.org/entity/Q3016473,Darrell Fitton,British musician,M00000091210
http://www.wikidata.org/entity/Q3017545,Dennis Bovell,Barbadian-British reggae musician,M00000089837
http://www.wikidata.org/entity/Q3024274,Descemer Bueno,Cuban musician,M00000298862
http://www.wikidata.org/entity/Q3030305,Raphael Rabello,Brazilian musician,M00000283265
http://www.wikidata.org/entity/Q3033528,Docteur Nico,Congolese guitarist and musician,M00000356478
http://www.wikidata.org/entity/Q3048351,Eduardo Makaroff,Argentine musician,M00000353516
http://www.wikidata.org/entity/Q3057147,Ernest Pingoud,Finnish composer,M00000258117
http://www.wikidata.org/entity/Q3059123,José María Ferrero Pastor,Spanish composer (1926-1987),M00000281900
http://www.wikidata.org/entity/Q3060134,Eugène Reuchsel,"French organist, pianist and composer",M00000265516
http://www.wikidata.org/entity/Q3063992,Fikret Kızılok,Turkish musician (1946-2001),M00000229884
http://www.wikidata.org/entity/Q3072743,Fiorenzo Carpi,Italian musician,M00000291549
http://www.wikidata.org/entity/Q3080044,Marij Kogoj,composer,M00000241489
http://www.wikidata.org/entity/Q3083168,Vincent Scotto,French composer,M00000024621
http://www.wikidata.org/entity/Q3083168,Vincent Scotto,French composer,M00000287826
http://www.wikidata.org/entity/Q3083363,François-Eudes Chanfrault,Composer and musician,M00000286929
http://www.wikidata.org/entity/Q3086901,Fred Mollin,"American and Canadian record producer, musician, film and TV composer, music director, music supervisor, and songwriter (born 1953)",M00000009141
http://www.wikidata.org/entity/Q3087024,Freddy Balta,French composer,M00000077241
http://www.wikidata.org/entity/Q3095327,Garbis Aprikian,Armenian composer,M00000251378
http://www.wikidata.org/entity/Q3098932,Marcial del Adalid y Gurréa,Spanish composer (1826-1881),M00000270484
http://www.wikidata.org/entity/Q3103513,Georges Tabet,French actor (1905-1984),M00000082753
http://www.wikidata.org/entity/Q3109564,Goapele,American soul and R&B singer-songwriter,M00000177563
http://www.wikidata.org/entity/Q5311122,Dubravko Detoni,Croatian composer,M00000250247
http://www.wikidata.org/entity/Q5322160,E. T. Cook,British musician,M00000352276
http://www.wikidata.org/entity/Q5325954,Earl Kim,American composer,M00000238052
http://www.wikidata.org/entity/Q5340412,Eduard Holst,"Danish playwright, composer, actor, dancer, and dance master",M00000319578
http://www.wikidata.org/entity/Q5354056,Eldon Rathburn,Canadian film composer,M00000289558
http://www.wikidata.org/entity/Q5360250,Eli Janney,American record producer,M00000168779
http://www.wikidata.org/entity/Q5360807,Eligh,American rapper,M00000335301
http://www.wikidata.org/entity/Q5369046,Emanuel Dimas de Melo Pimenta,"Brazilian musician, artist and architect",M00000238984
http://www.wikidata.org/entity/Q5343715,Edward Jakobowski,British composer,M00000500776
http://www.wikidata.org/entity/Q5376834,Stephen Philip Pratt,,M00000377064
http://www.wikidata.org/entity/Q5379752,Enrique Mario Francini,Argentinian composer (1916-1978),M00000358241
http://www.wikidata.org/entity/Q5387690,Eric Sawyer,American composer,M00000391065
http://www.wikidata.org/entity/Q5396119,Erwin Dressel,German musician,M00000372770
http://www.wikidata.org/entity/Q5399961,Joe Luciano,,M00000077692
http://www.wikidata.org/entity/Q5416211,Eve de Castro-Robinson,composer,M00000416075
http://www.wikidata.org/entity/Q5418795,Evrim Demirel,Turkish musician,M00000385770
http://www.wikidata.org/entity/Q5421538,Myriam Hernández,Chilean singer-songwriter and television presenter,M00000205819
http://www.wikidata.org/entity/Q5427786,Fabio,British DJ,M00000058463
http://www.wikidata.org/entity/Q5431364,Faizal Tahir,Malaysian singer,M00000419865
http://www.wikidata.org/entity/Q5444022,Ferenc Kersch,composer (1853-1910),M00000363152
http://www.wikidata.org/entity/Q5448708,Filippo Coppola,Italian composer,M00000397758
http://www.wikidata.org/entity/Q5486048,Frank Crumit,American entertainer,M00000061813
http://www.wikidata.org/entity/Q5493011,Franz Xaver Gerl,Austrian singer (1764-1827),M00000264990
http://www.wikidata.org/entity/Q5497276,Frederick Arthur Sefton Cottom,British composer,M00000256231
http://www.wikidata.org/entity/Q5509279,Funkstar De Luxe,Danish record producer and DJ,M00000142027
http://www.wikidata.org/entity/Q5511330,Fábio Caramuru,Brazilian musician,M00000131512
http://www.wikidata.org/entity/Q5524845,Gary Clail,British singer,M00000035194
http://www.wikidata.org/entity/Q5534120,Geoff Eales,Welsh musician,M00000114262
http://www.wikidata.org/entity/Q5534496,Geoffrey Bush,"British composer, organist and scholar",M00000236499
http://www.wikidata.org/entity/Q5534939,Geoffrey Toye,"English conductor, composer and opera producer.",M00000251767
http://www.wikidata.org/entity/Q2562788,Werner Twardy,German composer,M00000029305
http://www.wikidata.org/entity/Q5483618,Francisco López,Experimental musician and sound artist,M00000281382
http://www.wikidata.org/entity/Q5486441,Frank Edwin Ward,American composer and organist,M00000383339
http://www.wikidata.org/entity/Q5492638,Kalervo Hämäläinen,"Finnish teacher, composer and lyricist",M00000356673
http://www.wikidata.org/entity/Q5493386,François Richard,French composer,M00000359597
http://www.wikidata.org/entity/Q5496358,Fred Sturm,American composer,M00000338067
http://www.wikidata.org/entity/Q5504851,Fritz Andersen,Danish organist/composer,M00000485915
http://www.wikidata.org/entity/Q5526164,Gary William Friedman,American composer,M00000365912
http://www.wikidata.org/entity/Q5531399,Gene Pritsker,"musician, guitarist, rapper",M00000377938
http://www.wikidata.org/entity/Q5534894,Geoffrey Shaw,British composer,M00000392574
http://www.wikidata.org/entity/Q5536895,George Bennard,American composer,M00000354083
http://www.wikidata.org/entity/Q5543056,George Alexander Osborne,Irish composer,M00000368748
http://www.wikidata.org/entity/Q5546837,Georges Kazazian,Egyptian composer,M00000101345
http://www.wikidata.org/entity/Q5556074,Siegfried Landau,American conductor,M00000284029
http://www.wikidata.org/entity/Q5557433,Alfredo Gobbi,Argentinian composer and conductor (1912-1965),M00000093418
http://www.wikidata.org/entity/Q5557645,Ghulam Mustafa Khan,Indian singer,M00000097491
http://www.wikidata.org/entity/Q5560804,Gilbert Biberian,British guitarist and composer,M00000236110
http://www.wikidata.org/entity/Q5563586,Giorgis Xylouris,Greek musician,M00000352265
http://www.wikidata.org/entity/Q5567660,Sydney Baynes,British composer and conductor,M00000259055
http://www.wikidata.org/entity/Q5568327,Reinhold Becker,German composer (1842-1924),M00000501315
http://www.wikidata.org/entity/Q5580739,Jonas Bohlin,composer,M00000286102
http://www.wikidata.org/entity/Q5584705,Gordie Johnson,Canadian musician and producer,M00000394095
http://www.wikidata.org/entity/Q5588031,Gottfried Pestel,German composer,M00000386760
http://www.wikidata.org/entity/Q5591523,Thomas Byström,Swedish musician (1772-1839),M00000292163
http://www.wikidata.org/entity/Q5592824,Graham Fitkin,British composer,M00000237351
http://www.wikidata.org/entity/Q5623841,Gwyneth Herbert,"Jazz musician, singer-songwriter and composer",M00000211154
http://www.wikidata.org/entity/Q5604573,Hjalmar Casserman,Swedish musician (1891-1967),M00000520388
http://www.wikidata.org/entity/Q5649981,Hans Engelmann,German composer (1872-1914),M00000503897
http://www.wikidata.org/entity/Q5661768,Harold Meltzer,American composer,M00000365310
http://www.wikidata.org/entity/Q5666223,Alexander Popov,Russian DJ and record producer,M00000306526
http://www.wikidata.org/entity/Q5667594,Alfredo Carrasco,Mexican composer,M00000277400
http://www.wikidata.org/entity/Q5717030,Nils Eriksson,musician (1902-1978),M00000257076
http://www.wikidata.org/entity/Q5727931,Henry Saiz,Spanish DJ,M00000330190
http://www.wikidata.org/entity/Q5740246,Calixto Ochoa,Colombian singer and composer (1934-2015),M00000006620
http://www.wikidata.org/entity/Q5750410,Hi Kyung Kim,composer,M00000327474
http://www.wikidata.org/entity/Q5772450,Hisato Ohzawa,Japanese composer (1907-1953),M00000283248
http://www.wikidata.org/entity/Q5772932,Wilhelm Grosz,"Austrian composer, pianist and conductor (1894-1939)",M00000237607
http://www.wikidata.org/entity/Q5783279,Jester Hairston,"Composer, songwriter, arranger, choral conductor, and actor (1901-2000)",M00000348761
http://www.wikidata.org/entity/Q5792104,Lewis Hartsough,American musician,M00000354084
http://www.wikidata.org/entity/Q5794585,Mike Hazlewood,"English singer, composer and songwriter",M00000349269
http://www.wikidata.org/entity/Q5794752,Xavier Capellas,Spanish composer,M00000214874
http://www.wikidata.org/entity/Q5820918,Bahiano,singer,M00000086389
http://www.wikidata.org/entity/Q5826555,John Jacobsson,,M00000268736
http://www.wikidata.org/entity/Q5831170,Emilio Lehmberg Ruiz,Spanish composer (1905-1959),M00000350526
http://www.wikidata.org/entity/Q5875868,Gaspar Vivas Gómez,Spanish musician (1872-1936),M00000288990
http://www.wikidata.org/entity/Q5877731,Georg Christoph Bach,"composer, poet and cantor (1642-1697)",M00000000250
http://www.wikidata.org/entity/Q5906442,Héctor Stamponi,Argentinian pianist,M00000046769
http://www.wikidata.org/entity/Q5913792,House Shoes,American music producer and DJ,M00000299876
http://www.wikidata.org/entity/Q5927634,Hubert Stanley Middleton,British musician (1890-1959),M00000283018
http://www.wikidata.org/entity/Q5930050,Hugh Blair,"English musician, composer and organist",M00000296812
http://www.wikidata.org/entity/Q5955079,Soleyman Vaseghi,Iranian composer and singer,M00000116850
http://www.wikidata.org/entity/Q5975150,Miguel Ángel Hernando Trillo,,M00000181144
http://www.wikidata.org/entity/Q5933096,Hugh Wood,British composer,M00000239965
http://www.wikidata.org/entity/Q5933365,John Jairo Murillo,,M00000378775
http://www.wikidata.org/entity/Q5934971,Siegfried Langgaard,Danish composer (1852-1914),M00000267065
http://www.wikidata.org/entity/Q5954926,Abbas Mehrpouya,Iranian sitarist and guitar player,M00000354398
http://www.wikidata.org/entity/Q5976896,Richard Yardumian,American composer,M00000239997
http://www.wikidata.org/entity/Q5997664,Mariano Cosuenda,Spanish composer (1737-1801),M00000388386
http://www.wikidata.org/entity/Q5998000,James Ramsey Murray,American composer and hymnist (1841-1905),M00000345680
http://www.wikidata.org/entity/Q5998721,Mario Gosálvez Blanco,Spanish composer,M00000356865
http://www.wikidata.org/entity/Q6002533,Martín Buscaglia,"Uruguayan musician, composer and record producer",M00000234646
http://www.wikidata.org/entity/Q6004693,María Teresa Prieto,composer,M00000315305
http://www.wikidata.org/entity/Q6014159,Jón Nordal,"Icelandic composer, pianist and teacher",M00000279592
http://www.wikidata.org/entity/Q6027054,Hjort Anders Olsson,,M00000104987
http://www.wikidata.org/entity/Q6037742,Nando Carneiro,"Brazilian musician, composer",M00000101172
http://www.wikidata.org/entity/Q6041191,Kjell Perder,Swedish composer,M00000263678
http://www.wikidata.org/entity/Q6062643,Mehmet Reşat Aysu,,M00000509056
http://www.wikidata.org/entity/Q6063016,Andreas Randel,"Swedish musician, composer and violinist (1806-1864)",M00000245304
http://www.wikidata.org/entity/Q6063323,Parrita,Spanish cantaor (flamenco singer),M00000104346
http://www.wikidata.org/entity/Q6065350,Herman Rechberger,Austrian-born Finnish composer,M00000334568
http://www.wikidata.org/entity/Q7793973,Thomas Simpson,English composer in Germany,M00000248382
http://www.wikidata.org/entity/Q7794195,Thomas Stevens,American musician,M00000239556
http://www.wikidata.org/entity/Q7803450,Tim Dudfield,Australian music producer,M00000202253
http://www.wikidata.org/entity/Q7804591,Timb Harris,American musician,M00000396729
http://www.wikidata.org/entity/Q7807955,Tina Root,"vocalist, songwriter",M00000162402
http://www.wikidata.org/entity/Q7808370,Tinman,British musician,M00000021603
http://www.wikidata.org/entity/Q7810256,Tittsworth,American DJ,M00000315485
http://www.wikidata.org/entity/Q7812446,Todd Hunter,New Zealand musician,M00000109235
http://www.wikidata.org/entity/Q7816428,Tom Kelly,"American musician, songwriter",M00000027051
http://www.wikidata.org/entity/Q7847474,True Master,American hip-hop record producer,M00000044179
http://www.wikidata.org/entity/Q7851076,Tucker Martine,American musician,M00000306029
http://www.wikidata.org/entity/Q7856409,Paul Hyde,Canadian musician,M00000026163
http://www.wikidata.org/entity/Q7911249,Valerie Capers,American musician,M00000009398
http://www.wikidata.org/entity/Q7933629,Viram Jasani,"Sitarist, Percussionist",M00000035660
http://www.wikidata.org/entity/Q7929193,Vijay Raghav Rao,"Indian musician, dancer and writer",M00000415139
http://www.wikidata.org/entity/Q7961419,Waldemar Kazanecki,Polish musician,M00000220099
http://www.wikidata.org/entity/Q7965680,Walter Morse Rummel,pianist (1887-1953),M00000286843
