item,itemLabel,itemDescription,mwcode
http://www.wikidata.org/entity/Q6700444,Luis Cobos,Composer and music conductor,M00000281182
http://www.wikidata.org/entity/Q6701867,Luke Chable,Australian DJ and producer,M00000151711
http://www.wikidata.org/entity/Q6721539,Mabel Wayne,American songwriter,M00000137451
http://www.wikidata.org/entity/Q6724246,Mack Rice,"American singer, songwriter and producer",M00000184768
http://www.wikidata.org/entity/Q6769064,Mark O'Connor,American fiddle player,M00000009992
http://www.wikidata.org/entity/Q6759223,Margaret Brouwer,American composer and composition teacher,M00000268831
http://www.wikidata.org/entity/Q6767335,Mark Delpriora,American musician,M00000268611
http://www.wikidata.org/entity/Q6770494,Mark Zubek,Canadian singer,M00000122324
http://www.wikidata.org/entity/Q6775707,Martin Horntveth,Norwegian musician,M00000165996
http://www.wikidata.org/entity/Q6777420,Marty Gold,"American composer, pianist, and bandleader",M00000163034
http://www.wikidata.org/entity/Q6778477,Marvin Sapp,American gospel singer,M00000085792
http://www.wikidata.org/entity/Q6792887,Maurice Bevan,singer,M00000345267
http://www.wikidata.org/entity/Q6794901,Max Janowski,German composer (1912-1991),M00000331477
http://www.wikidata.org/entity/Q6798489,Mazhar Alanson,"Turkish musician, guitarist, member of the popular Turkish pop music band MFÖ and actor.",M00000082738
http://www.wikidata.org/entity/Q6803642,Sayed Khalifa,Sudanese singer and composer,M00000355059
http://www.wikidata.org/entity/Q6826426,Meyer Kupferman,American composer and music pedagogue,M00000238195
http://www.wikidata.org/entity/Q6831069,Michael Heming,British composer,M00000331753
http://www.wikidata.org/entity/Q6832624,Michael McCann,"composer for TV, video games and film",M00000361628
http://www.wikidata.org/entity/Q6835304,Michael Whalen,"American composer, musician, and producer",M00000265166
http://www.wikidata.org/entity/Q6844862,Miguel de Irízar,Spanish composer,M00000282656
http://www.wikidata.org/entity/Q6844882,Miguel del Águila,Uruguayan-born American composer,M00000273442
http://www.wikidata.org/entity/Q6848529,Mike Reid,"American country music artist, composer, and former American football player",M00000038090
http://www.wikidata.org/entity/Q6849166,Mike Vickers,British musician,M00000080115
http://www.wikidata.org/entity/Q6849417,Mikel Rouse,American opera composer,M00000255516
http://www.wikidata.org/entity/Q6858470,Milla Viljamaa,Finnish musician,M00000339040
http://www.wikidata.org/entity/Q6874093,Miroslav Venhoda,Czech composer (1915-1987),M00000257672
http://www.wikidata.org/entity/Q6897387,Momo Wandel Soumah,Guinean musician,M00000017010
http://www.wikidata.org/entity/Q6900626,Monk Higgins,American musician,M00000080082
http://www.wikidata.org/entity/Q6913844,Morris Palter,Canadian musician,M00000290477
http://www.wikidata.org/entity/Q6929470,Mr Thing,Hip Hop producer,M00000070894
http://www.wikidata.org/entity/Q6938601,Muriel Brunskill,British opera singer (1899-1980),M00000109705
http://www.wikidata.org/entity/Q6962268,Nana April Jun,Swedish artist,M00000351829
http://www.wikidata.org/entity/Q2483827,Alessandro Besozzi,Italian composer,M00000236059
http://www.wikidata.org/entity/Q2484073,Martin O'Donnell,American video game composer,M00000318738
http://www.wikidata.org/entity/Q2493793,Darryl Way,British musician,M00000083983
http://www.wikidata.org/entity/Q2504083,Uwe Christian Harrer,Austrian composer and conductor,M00000240601
http://www.wikidata.org/entity/Q2509422,Vally Weigl,composer (1894-1982),M00000239915
http://www.wikidata.org/entity/Q2517289,Verneri Pohjola,Finnish jazz composer and trumpeter,M00000319762
http://www.wikidata.org/entity/Q2517501,John Garth,British composer,M00000266761
http://www.wikidata.org/entity/Q2526438,Vincenc Mašek,Czech composer,M00000238532
http://www.wikidata.org/entity/Q2527728,Laurence Cottle,British composer and musician,M00000064012
http://www.wikidata.org/entity/Q2528681,Abdel Rahman El Bacha,Lebanese musician,M00000260927
http://www.wikidata.org/entity/Q2529072,Vivian Green,American musician,M00000169964
http://www.wikidata.org/entity/Q2531955,Melvin Van Peebles,American filmmaker,M00000026039
http://www.wikidata.org/entity/Q2505257,V. Selvaganesh,Indian musician,M00000325470
http://www.wikidata.org/entity/Q2524048,Vigleik Storaas,pianist,M00000330940
http://www.wikidata.org/entity/Q2542095,Gert Oost,Dutch composer and musicologist,M00000244026
http://www.wikidata.org/entity/Q2545615,Fernando Olvera,"Mexican guitarist, composer, and lead singer",M00000344637
http://www.wikidata.org/entity/Q2547275,Wardell Quezergue,American music producer,M00000106925
http://www.wikidata.org/entity/Q2547663,Waltraut Schulz,German composer (1930-2017),M00000114062
http://www.wikidata.org/entity/Q2548423,Coen Vermeeren,Dutch composer,M00000265864
http://www.wikidata.org/entity/Q2548443,Lamar Edwin Stringfield,American musician,M00000320899
http://www.wikidata.org/entity/Q2549322,Brent Smith,American singer,M00000362453
http://www.wikidata.org/entity/Q2549663,Warren Casey,"American composer, lyricist and actor (1935-1988)",M00000343301
http://www.wikidata.org/entity/Q2550171,Earl E. McCoy,American musician (1884-1934),M00000418320
http://www.wikidata.org/entity/Q2556947,Arnold Safroni-Middleton,"British composer, musician and writer",M00000296660
http://www.wikidata.org/entity/Q2559774,Wenzel Ludwig Radolt,,M00000314433
http://www.wikidata.org/entity/Q2570553,Paulinho Nogueira,Brazilian musician,M00000017980
http://www.wikidata.org/entity/Q2572677,Aram Van Ballaert,Belgian musician,M00000274950
http://www.wikidata.org/entity/Q2576625,Willard Robison,"American vocalist, pianist, and composer of popular songs",M00000024840
http://www.wikidata.org/entity/Q2579157,William Hayes,"English composer, organist and singer",M00000308663
http://www.wikidata.org/entity/Q2587969,Jonn Serrie,American electronic music composer,M00000047752
http://www.wikidata.org/entity/Q2588289,Wojciech Dankowski,Polish composer,M00000236900
http://www.wikidata.org/entity/Q2590062,Mariano Mores,"Argentine tango composer, pianist and conductor (1918-2016)",M00000273218
http://www.wikidata.org/entity/Q2591218,Wolfgang Schmid,German composer,M00000048572
http://www.wikidata.org/entity/Q2600443,Yizhak Sadai͏̈,,M00000341696
http://www.wikidata.org/entity/Q2600898,Marcel Delannoy,French composer,M00000236965
http://www.wikidata.org/entity/Q2602845,Carmelo Bernaola,Spanish musician,M00000295445
http://www.wikidata.org/entity/Q2603332,Carles Baguer,Catalan organist and composer (1768-1808),M00000000295
http://www.wikidata.org/entity/Q2606895,Ruud Bos,Dutch composer,M00000236279
http://www.wikidata.org/entity/Q2615465,Manolis Rasoulis,Greek singer and lyricist,M00000195975
http://www.wikidata.org/entity/Q2621238,Paul Reale,,M00000239094
http://www.wikidata.org/entity/Q2622497,Alessandro Melani,Italian composer,M00000238582
http://www.wikidata.org/entity/Q2635561,Lyn Murray,"English-born American composer of music for radio, film and television (1909–1989)",M00000072073
http://www.wikidata.org/entity/Q2641260,Alex Conti,German rock musician,M00000175379
http://www.wikidata.org/entity/Q2620364,Claudia Rumondor,Dutch composer,M00000310167
http://www.wikidata.org/entity/Q2622964,Paul W. Whear,American composer,M00000333975
http://www.wikidata.org/entity/Q2642420,Alexander Keuk,German composer and journalist,M00000384333
http://www.wikidata.org/entity/Q2643764,Alexandre Kassin,Brazilian composer and songwriter,M00000212066
http://www.wikidata.org/entity/Q2643971,Alexey Konstantinovich Lebedev,Russian composer and music educator (1924-1993),M00000364536
http://www.wikidata.org/entity/Q2645778,Dexter Morrill,,M00000274582
http://www.wikidata.org/entity/Q2645829,Charlie Spivak,bandleader,M00000043082
http://www.wikidata.org/entity/Q2650260,Alois Ickstadt,"German composer, pianist and music educator",M00000271636
http://www.wikidata.org/entity/Q2651977,Nikolai Golovanov,Russian composer and conductor,M00000248057
http://www.wikidata.org/entity/Q2655222,Eugeniusz Knapik,Polish composer,M00000274276
http://www.wikidata.org/entity/Q2657196,Cor Bakker,Dutch musician,M00000041791
http://www.wikidata.org/entity/Q2660875,Dimitri Frenkel Frank,Dutch film director,M00000106627
http://www.wikidata.org/entity/Q2663698,Judge Smith,"English songwriter, composer, performer",M00000209270
http://www.wikidata.org/entity/Q2666490,Sharam,Iranian musician,M00000068366
http://www.wikidata.org/entity/Q2683085,Tata Güines,Cuban musician,M00000071078
http://www.wikidata.org/entity/Q2684085,Joel Eric Suben,American conductor,M00000254152
http://www.wikidata.org/entity/Q2700102,Juan de Anchieta,Basque composer of the Renaissance,M00000253709
http://www.wikidata.org/entity/Q2706947,Grant Nicholas,British singer,M00000139074
http://www.wikidata.org/entity/Q2715270,Hans Keuning,"Dutch conductor, composer and pianist (1926-2016)",M00000238039
http://www.wikidata.org/entity/Q2719855,Pete Way,English musician,M00000198629
http://www.wikidata.org/entity/Q2723728,Richard Meale,Australian composer,M00000254347
http://www.wikidata.org/entity/Q2723980,Falguni Pathak,Indian singer,M00000161548
http://www.wikidata.org/entity/Q2735112,William Babell,English composer and violinist,M00000000244
http://www.wikidata.org/entity/Q2737611,Waylon,Dutch singer,M00000335162
http://www.wikidata.org/entity/Q2746676,Jan Bonefaas,Dutch composer,M00000236237
http://www.wikidata.org/entity/Q2748386,Ron,Italian recording artist; singer,M00000075799
http://www.wikidata.org/entity/Q2748803,Iggy Azalea,Australian rapper,M00000400991
http://www.wikidata.org/entity/Q2787750,Emmanuel Adriaenssen,Flemish lutenist and composer,M00000000030
http://www.wikidata.org/entity/Q2821467,Abed Azrie,Syrian singer,M00000047161
http://www.wikidata.org/entity/Q2754918,Luigi Mancinelli,Italian orchestral conductor,M00000238478
http://www.wikidata.org/entity/Q2796420,André Manuel,Dutch singer,M00000102398
http://www.wikidata.org/entity/Q2799298,André Bijleveld,Dutch conductor and composer,M00000346412
http://www.wikidata.org/entity/Q2799528,Ralph Carmichael,American composer and arranger of both secular pop music and contemporary Christian music,M00000086097
http://www.wikidata.org/entity/Q2804507,Hans Jansen,Dutch conductor and composer,M00000449571
http://www.wikidata.org/entity/Q2814698,20syl,French disc jockey,M00000302572
http://www.wikidata.org/entity/Q2829096,Akli Yahiatene,Algerian singer,M00000073031
http://www.wikidata.org/entity/Q2829529,Alain Bancquart,French musician,M00000000314
http://www.wikidata.org/entity/Q2831227,Albert Guinovart i Mingacho,Catalan composer and pianist,M00000252088
http://www.wikidata.org/entity/Q2831257,Albert Huybrechts,Belgian composer,M00000237855
http://www.wikidata.org/entity/Q2831747,Alberto Bruni Tedeschi,italian composer (1915-1996),M00000259187
http://www.wikidata.org/entity/Q2832386,Alec R. Costandinos,"French record producer, songwriter, disco singer",M00000018902
http://www.wikidata.org/entity/Q2832394,Alec Rowley,British composer,M00000239224
http://www.wikidata.org/entity/Q2833233,Alexander Gustav Winkler,Russian composer (1865-1935),M00000485903
http://www.wikidata.org/entity/Q2839378,Aloÿs Fornerod,Swiss composer and conductor (1890-1965),M00000487995
http://www.wikidata.org/entity/Q2840180,Josep Gallés i Salabert,Catalan organist and composer (1758-1836),M00000263309
http://www.wikidata.org/entity/Q2841007,Michael Salvatori,American composer,M00000318739
http://www.wikidata.org/entity/Q2844563,Amy Kohn,American musician,M00000364028
http://www.wikidata.org/entity/Q2844970,Ana Egge,musician,M00000332207
http://www.wikidata.org/entity/Q2845556,Anatol Ștefăneț,,M00000017344
http://www.wikidata.org/entity/Q2847868,André Gouzes,French composer and child rapist,M00000068031
http://www.wikidata.org/entity/Q2848473,André Popp,"French composer, music arranger, orchestra leader (1924-2014)",M00000286187
http://www.wikidata.org/entity/Q2852907,Anthony Newman,American musician,M00000252007
http://www.wikidata.org/entity/Q2865961,Artus Aux-Cousteaux,French composer,M00000247546
http://www.wikidata.org/entity/Q2871316,Auguste Mermet,French composer,M00000382783
http://www.wikidata.org/entity/Q2880506,M. Balamuralikrishna,Indian Carnatic vocalist,M00000028884
http://www.wikidata.org/entity/Q2906902,Nechama Hendel,Israeli singer (1936-1998),M00000012047
http://www.wikidata.org/entity/Q2926386,Bruce Adolphe,American classical composer,M00000000028
http://www.wikidata.org/entity/Q3524109,Thierry Alla,French composer and musicologist,M00000298622
http://www.wikidata.org/entity/Q3524361,Thierry Lancino,French composer,M00000262379
http://www.wikidata.org/entity/Q3525090,Thomas Enhco,"French pianist, violinist and composer",M00000326232
http://www.wikidata.org/entity/Q3529080,Timothy Swan,American composer (1758-1842),M00000287518
http://www.wikidata.org/entity/Q3537274,G. N. Balasubramaniam,Indian singer,M00000517016
http://www.wikidata.org/entity/Q3559853,Vincent Ségal,French cellist and bassist,M00000289058
http://www.wikidata.org/entity/Q3571869,Yarah Bravo,singer-songwriter,M00000300612
http://www.wikidata.org/entity/Q3573908,Yves Prin,French musician,M00000241896
http://www.wikidata.org/entity/Q3591374,Éric Tanguy,French composer,M00000242483
http://www.wikidata.org/entity/Q3606759,Agostino Gabucci,,M00000237443
http://www.wikidata.org/entity/Q3608376,Tycho,"American musician, composer, songwriter and producer",M00000376789
http://www.wikidata.org/entity/Q3608639,Alberto Veronesi,Italian conductor,M00000287831
http://www.wikidata.org/entity/Q3609292,Aldo Polverari,Italian composer (1960-1995),M00000031703
http://www.wikidata.org/entity/Q3610181,Alessandro Orologio,Italian composer and instrumentalist,M00000249750
http://www.wikidata.org/entity/Q3612117,Felix Krohn,Finnish conductor and composer,M00000378081
http://www.wikidata.org/entity/Q3618967,Antonello Paliotti,Italian composer,M00000143065
http://www.wikidata.org/entity/Q3620358,Antonio da Cividale,Italian composer,M00000276135
http://www.wikidata.org/entity/Q3623467,Arnaldo Bambini,Italian composer and organist,M00000275500
http://www.wikidata.org/entity/Q3629276,Attilio Parelli,Italian composer and conductor,M00000282918
http://www.wikidata.org/entity/Q3629634,Augusto Grasso,Italian composer,M00000268025
http://www.wikidata.org/entity/Q3637859,Belouis Some,British musician,M00000054999
http://www.wikidata.org/entity/Q3644499,Brian Reitzell,American musician,M00000187209
http://www.wikidata.org/entity/Q3644511,Brian Stokes Mitchell,American actor,M00000289035
http://www.wikidata.org/entity/Q3645639,Bruno Battisti D'Amario,Italian composer,M00000094097
http://www.wikidata.org/entity/Q3658969,Carlo Alfredo Mussinelli,Italian composer,M00000276237
http://www.wikidata.org/entity/Q3659377,Carlo Franci,Italian conductor,M00000266777
http://www.wikidata.org/entity/Q3659826,Pierre Pinchik,American Jewish singer,M00000252840
http://www.wikidata.org/entity/Q3661895,Cass McCombs,"American singer-songwriter, composer, guitarist",M00000206129
http://www.wikidata.org/entity/Q3666625,Charles d'Helfer,French composer,M00000237720
http://www.wikidata.org/entity/Q3667791,Chieli Minucci,American musician,M00000038445
http://www.wikidata.org/entity/Q3707755,Dimitri Nicolau,Italian composer (1946-2008),M00000277254
http://www.wikidata.org/entity/Q3707940,Dino Olivieri,Italian composer,M00000281152
http://www.wikidata.org/entity/Q3646668,Bugo,Italian singer-songwriter (1973-),M00000391169
http://www.wikidata.org/entity/Q3659546,Carlo Luigi Pietragrua,Italian composer,M00000335775
http://www.wikidata.org/entity/Q3675571,Chris Tilton,American soundtrack composer,M00000374106
http://www.wikidata.org/entity/Q3676348,Cicci Santucci,Italian composer,M00000348409
http://www.wikidata.org/entity/Q3699681,Curtis Macdonald,American musician,M00000379460
http://www.wikidata.org/entity/Q3720414,Egidius de Francia,medieval French composer and musicologist,M00000459488
http://www.wikidata.org/entity/Q3738032,Fabrizio Fontana,Italian organist and composer,M00000283438
http://www.wikidata.org/entity/Q3742980,Birgitte Alsted,Danish composer,M00000268121
http://www.wikidata.org/entity/Q3750091,Francesco Guami,Italian composer,M00000255555
http://www.wikidata.org/entity/Q3751052,Francesco Soto de Langa,Spanish composer,M00000272385
http://www.wikidata.org/entity/Q3753186,Gato Pérez,Argentinian composer,M00000060390
http://www.wikidata.org/entity/Q3754581,Francisco de Madina,"Spanish composer, musician and priest (1907-1972)",M00000310988
http://www.wikidata.org/entity/Q3754808,Furio Rendine,Italian composer,M00000289394
http://www.wikidata.org/entity/Q3756925,Gaetano Capocci,Italian composer,M00000286011
http://www.wikidata.org/entity/Q3762493,Giampaolo Testoni,Italian composer,M00000272696
http://www.wikidata.org/entity/Q3767806,Jan Nasco,Franco-Flemish composer and writer on music,M00000265789
http://www.wikidata.org/entity/Q3779089,Guibert Kaukesel,French composer,M00000369374
http://www.wikidata.org/entity/Q3810175,Joseph Alfidi,"pianist, composer and conductor",M00000245138
http://www.wikidata.org/entity/Q3811390,Juri Camisasca,Italian singer-songwriter,M00000355394
http://www.wikidata.org/entity/Q3817781,Ké,American singer,M00000085382
http://www.wikidata.org/entity/Q3846511,Marco Tamburini,Italian composer (1959-2015),M00000060103
http://www.wikidata.org/entity/Q3851412,Massimo Priviero,Italian composer,M00000074265
http://www.wikidata.org/entity/Q3840001,Luigi Perrachio,Italian composer and pianist (1883-1966),M00000407181
http://www.wikidata.org/entity/Q3845879,Marco Antonio Cavazzoni,"Italian musician and organist, father of Girolamo Cavazzoni",M00000277764
http://www.wikidata.org/entity/Q3848053,Marina Lima,Brazilian singer,M00000097477
http://www.wikidata.org/entity/Q3848709,Mario Lavezzi,Italian singer-songwriter,M00000315923
http://www.wikidata.org/entity/Q3850132,Martin Röder,German composer,M00000329219
http://www.wikidata.org/entity/Q3851142,Massimo Bizzarri,Italian singer-songwriter and composer,M00000294351
http://www.wikidata.org/entity/Q3852606,Maurizio Geri,Italian composer and singer,M00000101701
http://www.wikidata.org/entity/Q3856788,Michele Ruta,Italian composer,M00000490973
http://www.wikidata.org/entity/Q3876187,Nicola De Giosa,Italian composer,M00000475586
http://www.wikidata.org/entity/Q3887259,Ottavio Vernizzi,Italian composer and organist,M00000362011
http://www.wikidata.org/entity/Q3899385,Peppe Servillo,Italian singer and actor,M00000193854
http://www.wikidata.org/entity/Q3905253,Pino Calvi,"Italian pianist, arranger, conductor and soundtrack composer (1930-1989)",M00000052041
http://www.wikidata.org/entity/Q3907903,Pomponio Nenna,Italian composer,M00000269112
http://www.wikidata.org/entity/Q3912161,Benoît Franssen,"musician, conductor, carillonneur, organist, and music educator from the Netherlands (1893-1978)",M00000409775
http://www.wikidata.org/entity/Q3930934,William Sweeney,British composer,M00000239622
http://www.wikidata.org/entity/Q3931581,Alicia Ann Spottiswoode,Scottish songwriter and composer (1810-1900),M00000393902
http://www.wikidata.org/entity/Q3934778,Richard Carlton,English composer,M00000272999
http://www.wikidata.org/entity/Q3940230,Roland Brant,Italian disc jockey and composer,M00000013061
http://www.wikidata.org/entity/Q3948233,Sandro Giacobbe,Italian singer-songwriter,M00000291096
http://www.wikidata.org/entity/Q3966988,Spoonie Gee,American musician,M00000087769
http://www.wikidata.org/entity/Q3972568,Stefano Mainetti,Italian composer,M00000291553
http://www.wikidata.org/entity/Q3983927,Teodulo Mabellini,Italian composer,M00000307163
http://www.wikidata.org/entity/Q4001393,U.N.P.O.C.,British singer,M00000180137
http://www.wikidata.org/entity/Q4013139,Vincenzo Calestani,Italian composer and singer,M00000279070
http://www.wikidata.org/entity/Q4013556,Vincenzo Tozzi,Italian composer,M00000258306
http://www.wikidata.org/entity/Q4015388,Vittorio Gelmetti,Italian composer,M00000120891
http://www.wikidata.org/entity/Q3960904,Silvio Mix,Italian composer,M00000451377
http://www.wikidata.org/entity/Q4011489,Vieri Tosatti,Italian composer,M00000477493
http://www.wikidata.org/entity/Q4045024,Nadieh,Dutch female singer,M00000081031
http://www.wikidata.org/entity/Q4056722,Vladislav Agafonnikov,Soviet composer,M00000353610
http://www.wikidata.org/entity/Q4069176,Mazgani,Portuguese singer,M00000346930
http://www.wikidata.org/entity/Q4074760,Eduard Baghdasaryan,Armenian composer (1922-1987),M00000445119
http://www.wikidata.org/entity/Q4078429,John Francis Barnett,British music composer and teacher,M00000364314
http://www.wikidata.org/entity/Q4089289,Valerian Bogdanov-Berezovsky,Russian composer and musicologist (1903-1971),M00000351291
http://www.wikidata.org/entity/Q4120133,Dawood Hosni,Egyptian musicians (1870-1937),M00000475571
http://www.wikidata.org/entity/Q4120252,Mohammad Fouad,Egyptian actor and singer,M00000378547
http://www.wikidata.org/entity/Q4133924,José García Román,Spanish composer,M00000297478
http://www.wikidata.org/entity/Q4141264,Frankie Bones,American DJ,M00000052012
http://www.wikidata.org/entity/Q4144409,Jean-Baptiste,American songwriter and record producer,M00000357506
http://www.wikidata.org/entity/Q4159725,Jamilia Jazylbekova,Kazakhstani composer,M00000315679
http://www.wikidata.org/entity/Q4165378,Talal Maddah,Saudi Arabian musician,M00000219906
http://www.wikidata.org/entity/Q4165853,Mohamed El Qasabgi,musician and composer,M00000485410
http://www.wikidata.org/entity/Q4165875,Muir Mathieson,British composer and conductor,M00000247927
http://www.wikidata.org/entity/Q4167768,Margaret Berger,Norwegian singer and songwriter,M00000403333
http://www.wikidata.org/entity/Q4192326,Jaroslav Zich,,M00000354992
http://www.wikidata.org/entity/Q4232726,Gennari Karganov,Russian composer of Armenian descent,M00000386572
http://www.wikidata.org/entity/Q602213,Antonio Giannettini,"Italian composer, organist and singer",M00000283795
http://www.wikidata.org/entity/Q603332,Gasparo Visconti,"Italian composer, violinist",M00000362300
http://www.wikidata.org/entity/Q608342,Antonín František Bečvařovský,"Czech music educator, composer and organist",M00000493172
http://www.wikidata.org/entity/Q608790,Antonín Tučapský,Czech composer (1928-2014),M00000239733
http://www.wikidata.org/entity/Q609544,Joseph Touchemoulin,French composer,M00000329154
http://www.wikidata.org/entity/Q616094,Aydilge,Turkish musician and writer,M00000294859
http://www.wikidata.org/entity/Q621437,Bear McCreary,American composer and musician,M00000347209
http://www.wikidata.org/entity/Q630990,Tim Feehan,Canadian singer,M00000009027
http://www.wikidata.org/entity/Q633817,François Bazin,French opera composer,M00000235948
http://www.wikidata.org/entity/Q635449,Miguel Llobet,Spanish guitarist and composer,M00000238367
http://www.wikidata.org/entity/Q635911,Fabrizio Dentice,Italian composer,M00000236996
http://www.wikidata.org/entity/Q641937,August Conradi,German organist and composer,M00000522327
http://www.wikidata.org/entity/Q642456,Philippe Rogier,Franco-Flemish composer,M00000255574
http://www.wikidata.org/entity/Q643688,Rio Reiser,German rock musician,M00000006818
http://www.wikidata.org/entity/Q644772,Hans Vonk,Dutch conductor (1942-2004),M00000241200
http://www.wikidata.org/entity/Q645411,Joan Pau Pujol,Spanish/Catalan composer and organist (1570-1626),M00000259701
http://www.wikidata.org/entity/Q646785,Marcel Pérès,French musician,M00000245274
http://www.wikidata.org/entity/Q647871,Siegmund von Hausegger,Austrian composer and conductor (1872-1948),M00000254552
http://www.wikidata.org/entity/Q648789,Paul Brady,Irish musician,M00000042808
http://www.wikidata.org/entity/Q651112,Joonas Kokkonen,Finnish composer (1921–1996),M00000238116
http://www.wikidata.org/entity/Q654213,Sandy Wilson,composer (1924-2014),M00000306941
http://www.wikidata.org/entity/Q657139,Klaus Wunderlich,German musician,M00000080075
http://www.wikidata.org/entity/Q657453,Ludwig August Lebrun,German oboist and composer (1752-1790),M00000238283
http://www.wikidata.org/entity/Q662835,William Hooker,American musician,M00000160117
http://www.wikidata.org/entity/Q667014,DJ Antoine,Swiss record producer and DJ,M00000025560
http://www.wikidata.org/entity/Q667254,Gustave Doret,Swiss composer and conductor (1866-1943),M00000237090
http://www.wikidata.org/entity/Q670558,Denis Gaultier,French lutenist and composer,M00000237480
http://www.wikidata.org/entity/Q672295,Bennie Moten,American musician,M00000044657
http://www.wikidata.org/entity/Q680957,Edward Bairstow,English composer and organist,M00000000302
http://www.wikidata.org/entity/Q391625,Suzanne Ciani,"American musician, sound designer, composer",M00000043155
http://www.wikidata.org/entity/Q409259,Airto Moreira,Brazilian drummer and percussionist,M00000093951
http://www.wikidata.org/entity/Q418729,Akira Jimbo,Japanese drummer,M00000048565
http://www.wikidata.org/entity/Q424173,Yasushi Akutagawa,Japanese composer and conductor (1925–1989),M00000000053
http://www.wikidata.org/entity/Q427035,Tom Harrell,"American composer, arranger, jazz trumpeter and flugelhornist",M00000058266
http://www.wikidata.org/entity/Q427214,Sergei Lyapunov,Russian composer and pianist,M00000238366
http://www.wikidata.org/entity/Q427878,Alexandra,German recording artist; singer,M00000096003
http://www.wikidata.org/entity/Q428347,Jóhann Jóhannsson,Icelandic musician and composer,M00000139015
http://www.wikidata.org/entity/Q429348,Jimmie Davis,"American singer, songwriter, and 47th Governor of Louisiana",M00000032814
http://www.wikidata.org/entity/Q431591,Neko Case,American singer-songwriter,M00000101120
http://www.wikidata.org/entity/Q432870,Jackie Leven,"Scottish musician, poet (1950-2011)",M00000080491
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,Venezuelan-French composer (1874-1947),M00000237648
http://www.wikidata.org/entity/Q434601,Franz Schmidt,"Austrian composer, cellist and pianist (1874-1939)",M00000239348
http://www.wikidata.org/entity/Q434610,Henry Cowell,"American composer, music theorist, pianist, teacher, publisher, and impresario (1897-1965)",M00000236829
http://www.wikidata.org/entity/Q435681,Ben Folds,American musician,M00000148352
http://www.wikidata.org/entity/Q438092,John Abercrombie,American jazz guitarist,M00000039711
http://www.wikidata.org/entity/Q438831,Debbie Cameron,American singer,M00000229266
http://www.wikidata.org/entity/Q439426,Ida Presti,French musician,M00000243505
http://www.wikidata.org/entity/Q439696,Julián Bautista,Spanish musician,M00000235940
http://www.wikidata.org/entity/Q439786,Salvatore Sciarrino,Italian composer,M00000239408
http://www.wikidata.org/entity/Q441203,Bunny Wailer,"Jamaican reggae singer, songwriter and percussionist (1947-2021)",M00000013728
http://www.wikidata.org/entity/Q441351,Elena Frolova,Russian musician and poet,M00000180234
http://www.wikidata.org/entity/Q442277,Sebastian Lee,"German cellist, composer, and pedagogue",M00000238292
http://www.wikidata.org/entity/Q446772,Rosa Balistreri,Italian singer (1927-1990),M00000201345
http://www.wikidata.org/entity/Q446945,Kenan Doğulu,Turkish singer,M00000054605
http://www.wikidata.org/entity/Q447030,Marilyn Crispell,American pianist,M00000028673
http://www.wikidata.org/entity/Q447721,Rebekah Johnson,American actress,M00000002046
http://www.wikidata.org/entity/Q448917,Simphiwe Dana,South African musician,M00000227749
http://www.wikidata.org/entity/Q449171,Alvin Lucier,American composer of experimental music and sound installations,M00000238406
http://www.wikidata.org/entity/Q449172,Johan Halvorsen,"Norwegian composer, conductor and violinist (1864–1935)",M00000237658
http://www.wikidata.org/entity/Q1382999,Ewan Pearson,British electronic music producer,M00000100617
http://www.wikidata.org/entity/Q1384399,Richard Condie,Canadian film animator,M00000274913
http://www.wikidata.org/entity/Q1385386,Larry Wallis,"English guitarist, composer and producer",M00000055374
http://www.wikidata.org/entity/Q1387164,Thomas Linley,"English singer, violinist and composer (1756-1788)",M00000238359
http://www.wikidata.org/entity/Q1388059,Henri Crolla,French musician (1920-1960),M00000169346
http://www.wikidata.org/entity/Q1388379,Lothar Windsperger,German composer and music educator,M00000356837
http://www.wikidata.org/entity/Q1389464,Keith Levene,English musician (1957–2022),M00000036768
http://www.wikidata.org/entity/Q1390054,Michael McClure,American writer,M00000065529
http://www.wikidata.org/entity/Q1396894,Heinz Benker,German composer,M00000235984
http://www.wikidata.org/entity/Q1396905,François Francoeur,French composer and violinist,M00000237390
http://www.wikidata.org/entity/Q1397729,William Grant Still,American composer,M00000239558
http://www.wikidata.org/entity/Q1398314,Paul Ladmirault,French composer,M00000238222
http://www.wikidata.org/entity/Q1398742,Igor Wakhévitch,French composer,M00000033851
http://www.wikidata.org/entity/Q1407705,Michael Langer,Austrian composer,M00000055606
http://www.wikidata.org/entity/Q1408679,Hilmar Jensson,Icelandic guitarist,M00000139013
http://www.wikidata.org/entity/Q1409801,Kenneth Knudsen,Danish composer and pianist,M00000229467
http://www.wikidata.org/entity/Q1415651,Javier Girotto,Argentinian saxophonist and composer,M00000212969
http://www.wikidata.org/entity/Q1418181,Frits Landesbergen,Dutch musician,M00000016585
http://www.wikidata.org/entity/Q1423947,Karl Goepfart,German composer and conductor,M00000275950
http://www.wikidata.org/entity/Q1439126,Paco Saval,Chilean musician,M00000002089
http://www.wikidata.org/entity/Q1445383,Matthieu Michel,Swiss trumpeter,M00000003535
http://www.wikidata.org/entity/Q1451699,Giorgos Theodorakis,Greek composer,M00000054918
http://www.wikidata.org/entity/Q1456968,Frieder Butzmann,German composer,M00000030604
